Gene	Disease	database_assertedBy	score_DisGeNet
entrez.2200	mondo.0013612	omim, disgenet	0.41
entrez.2200	mondo.0008492	omim, disgenet	0.73
entrez.2200	mondo.0011057	disgenet	0.3
entrez.2200	mondo.0015469	disgenet	0.41
entrez.2200	mondo.0015998	disgenet	0.7
entrez.2200	mondo.0020066	disgenet	0.31
entrez.2200	mondo.0002909	disgenet	0.31
entrez.2200	mondo.0002177	disgenet	0.31
entrez.2200	mondo.0005155	disgenet	0.5
entrez.2200	mondo.0019019	disgenet	0.3
entrez.2200	mondo.0005396	disgenet	0.7
entrez.2200	mondo.0018096	disgenet	0.9
entrez.2200	mondo.0005160	disgenet	0.3
entrez.2200	mondo.0008426	disgenet	0.33
entrez.2200	mondo.0000127	disgenet	0.57
entrez.22995	mondo.0013923	omim, disgenet	0.6
entrez.22995	mondo.0013443	omim, disgenet	0.4
entrez.22995	mondo.0011057	disgenet	0.3
entrez.22995	mondo.0016056	disgenet	0.3
entrez.22995	mondo.0019342	disgenet	0.51
entrez.22995	mondo.0016660	disgenet	0.31
entrez.3067	mondo.0007661	omim	
entrez.3067	mondo.0005575	disgenet	0.3
entrez.9101	mondo.0009050	omim, disgenet	0.8
entrez.9101	mondo.0018912	disgenet	0.3
entrez.9101	mondo.0019064	disgenet	0.3
entrez.54822	mondo.0007104	omim	
entrez.54822	mondo.0004972	disgenet	0.31
entrez.54822	mondo.0005155	disgenet	0.3
entrez.54822	mondo.0005032	disgenet	0.3
entrez.54822	mondo.0003435	disgenet	0.3
entrez.54822	mondo.0002533	disgenet	0.3
entrez.54822	mondo.0005036	disgenet	0.32
entrez.54822	mondo.0005575	disgenet	0.3
entrez.23431	mondo.0008483	omim	
entrez.23431	mondo.0013401	omim, disgenet	0.3
entrez.23431	mondo.0016056	disgenet	0.3
entrez.23431	mondo.0019064	disgenet	0.31
entrez.1588	mondo.0013301	omim, disgenet	0.79
entrez.1588	mondo.0007690	omim, disgenet	0.58
entrez.1588	mondo.0004970	disgenet	0.32
entrez.1588	mondo.0001836	disgenet	0.3
entrez.1588	mondo.0021355	disgenet	0.3
entrez.1588	mondo.0002146	disgenet	0.31
entrez.1588	mondo.0005152	disgenet	0.3
entrez.1588	mondo.0005558	disgenet	0.3
entrez.1588	mondo.0008487	disgenet	0.6
entrez.1588	mondo.0002145	disgenet	0.3
entrez.1588	mondo.0005406	disgenet	0.3
entrez.1588	mondo.0006176	disgenet	0.3
entrez.1588	mondo.0003197	disgenet	0.3
entrez.1588	mondo.0005606	disgenet	0.3
entrez.1588	mondo.0005433	disgenet	0.31
entrez.1588	mondo.0019618	disgenet	0.3
entrez.1588	mondo.0021124	disgenet	0.3
entrez.1588	mondo.0008315	disgenet	0.4
entrez.1588	mondo.0007576	disgenet	0.3
entrez.1588	mondo.0004989	disgenet	0.4
entrez.342035	mondo.0014965	omim, disgenet	0.6
entrez.342035	mondo.0008779	disgenet	0.3
entrez.342035	mondo.0015225	disgenet	0.3
entrez.23312	mondo.0033258	omim	
entrez.23312	mondo.0014497	omim, disgenet	0.4
entrez.23312	mondo.0032858	omim	
entrez.23312	mondo.0019588	disgenet	0.3
entrez.10681	mondo.0014953	omim, disgenet	0.4
entrez.10681	mondo.0014957	omim, disgenet	0.6
entrez.10681	mondo.0005575	disgenet	0.3
entrez.4644	mondo.0008962	omim, disgenet	0.7
entrez.4644	mondo.0012220	disgenet	0.3
entrez.4644	mondo.0009742	disgenet	0.3
entrez.256764	mondo.0013181	omim, disgenet	0.6
entrez.256764	mondo.0019507	disgenet	0.63
entrez.256764	mondo.0015048	disgenet	0.3
entrez.5873	mondo.0011872	omim, disgenet	0.8
entrez.9488	mondo.0032822	omim	
entrez.161582	mondo.0007487	omim	
entrez.161582	mondo.0014203	omim, disgenet	0.6
entrez.161582	mondo.0005372	disgenet	0.31
entrez.6938	mondo.0014128	omim, disgenet	0.4
entrez.6938	mondo.0015469	disgenet	0.63
entrez.6938	mondo.0012825	disgenet	0.32
entrez.3990	mondo.0013533	omim, disgenet	0.71
entrez.3990	mondo.0007455	omim	
entrez.3990	mondo.0021187	disgenet	0.5
entrez.3990	mondo.0037748	disgenet	0.5
entrez.102	mondo.0014265	omim, disgenet	0.6
entrez.102	mondo.0014234	omim, disgenet	0.71
entrez.102	mondo.0004989	disgenet	0.36
entrez.102	mondo.0024534	disgenet	0.31
entrez.777645	mondo.0012645	omim	
entrez.100271837	mondo.0012968	omim	
entrez.4643	mondo.0013589	omim, disgenet	0.4
entrez.6095	mondo.0060745	omim	
entrez.6095	mondo.0004985	disgenet	0.32
entrez.6095	mondo.0021085	disgenet	0.3
entrez.6095	mondo.0007648	disgenet	0.3
entrez.54832	mondo.0014796	omim, disgenet	0.6
entrez.54832	mondo.0004069	disgenet	0.3
entrez.7168	mondo.0012744	omim	
entrez.7168	mondo.0007267	omim, disgenet	0.6
entrez.7168	mondo.0005021	disgenet	0.5
entrez.7168	mondo.0005045	disgenet	0.7
entrez.7168	mondo.0015626	disgenet	0.3
entrez.7168	mondo.0021355	disgenet	0.3
entrez.7168	mondo.0005044	disgenet	0.3
entrez.7168	mondo.0005580	disgenet	0.31
entrez.7168	mondo.0016333	disgenet	0.32
entrez.7168	mondo.0007576	disgenet	0.3
entrez.7168	mondo.0020484	disgenet	0.7
entrez.7168	mondo.0018901	disgenet	0.31
entrez.771	mondo.0007747	omim	
entrez.8925	mondo.0014863	omim, disgenet	0.6
entrez.5479	mondo.0009805	omim	
entrez.5479	mondo.0005109	disgenet	0.31
entrez.5479	mondo.0019019	disgenet	0.56
entrez.5479	mondo.0009804	disgenet	0.3
entrez.5479	mondo.0008148	disgenet	0.3
entrez.9325	mondo.0014806	omim, disgenet	0.4
entrez.9325	mondo.0014896	omim, disgenet	0.6
entrez.51324	mondo.0009568	omim, disgenet	0.64
entrez.51324	mondo.0015626	disgenet	0.3
entrez.51324	mondo.0019046	disgenet	0.3
entrez.51324	mondo.0019064	disgenet	0.31
entrez.123263	mondo.0013987	omim, disgenet	0.7
entrez.123263	mondo.0032631	omim	
entrez.123263	mondo.0004069	disgenet	0.3
entrez.390594	mondo.0012237	omim, disgenet	0.6
entrez.390594	mondo.0008779	disgenet	0.3
entrez.390594	mondo.0015225	disgenet	0.3
entrez.390594	mondo.0019952	disgenet	0.3
entrez.10845	mondo.0060729	omim	
entrez.8483	mondo.0044339	omim	
entrez.9187	mondo.0013450	omim	
entrez.9187	mondo.0016293	disgenet	0.61
entrez.9187	mondo.0010241	disgenet	0.3
entrez.9187	mondo.0009758	disgenet	0.3
entrez.9187	mondo.0012490	disgenet	0.3
entrez.5604	mondo.0014113	omim, disgenet	0.6
entrez.5604	mondo.0004992	disgenet	0.33
entrez.5604	mondo.0005233	disgenet	0.5
entrez.5604	mondo.0005045	disgenet	0.41
entrez.5604	mondo.0005299	disgenet	0.3
entrez.5604	mondo.0015626	disgenet	0.3
entrez.5604	mondo.0015193	disgenet	0.3
entrez.5604	mondo.0018935	disgenet	0.31
entrez.5604	mondo.0005105	disgenet	0.7
entrez.5604	mondo.0018975	disgenet	0.3
entrez.5604	mondo.0018997	disgenet	0.34
entrez.5604	mondo.0005012	disgenet	0.4
entrez.5604	mondo.0005061	disgenet	0.63
entrez.5604	mondo.0009026	disgenet	0.54
entrez.5604	mondo.0015280	disgenet	0.7
entrez.5604	mondo.0005008	disgenet	0.3
entrez.4091	mondo.0013902	omim, disgenet	0.6
entrez.4091	mondo.0044315	omim, disgenet	0.3
entrez.4091	mondo.0015469	disgenet	0.3
entrez.4091	mondo.0005396	disgenet	0.3
entrez.4091	mondo.0005463	disgenet	0.4
entrez.4091	mondo.0003803	disgenet	0.3
entrez.4091	mondo.0024523	disgenet	0.3
entrez.4088	mondo.0013426	omim, disgenet	0.76
entrez.4088	mondo.0005160	disgenet	0.43
entrez.4088	mondo.0008779	disgenet	0.3
entrez.4088	mondo.0015225	disgenet	0.3
entrez.4088	mondo.0011057	disgenet	0.3
entrez.4088	mondo.0020066	disgenet	0.3
entrez.4088	mondo.0001572	disgenet	0.32
entrez.4088	mondo.0005155	disgenet	0.3
entrez.4088	mondo.0006644	disgenet	0.3
entrez.4088	mondo.0007947	disgenet	0.31
entrez.4088	mondo.0008143	disgenet	0.4
entrez.4088	mondo.0007886	disgenet	0.32
entrez.4088	mondo.0005396	disgenet	0.34
entrez.4088	mondo.0005534	disgenet	0.3
entrez.4088	mondo.0005575	disgenet	0.4
entrez.4088	mondo.0018954	disgenet	0.44
entrez.338030	mondo.0011800	omim	
entrez.79719	mondo.0007858	omim	
entrez.79719	mondo.0009552	disgenet	0.3
entrez.79719	mondo.0019270	disgenet	0.3
entrez.54982	mondo.0008768	omim	
entrez.54982	mondo.0011144	omim	
entrez.54982	mondo.0015674	disgenet	0.54
entrez.54982	mondo.0019260	disgenet	0.92
entrez.54982	mondo.0016295	disgenet	0.7
entrez.54982	mondo.0021084	disgenet	0.3
entrez.54982	mondo.0019261	disgenet	0.31
entrez.54982	mondo.0020074	disgenet	0.32
entrez.54982	mondo.0007435	disgenet	0.3
entrez.54982	mondo.0008083	disgenet	0.3
entrez.10002	mondo.0009989	omim, disgenet	1.0
entrez.10002	mondo.0012625	omim, disgenet	0.6
entrez.10002	mondo.0019200	disgenet	0.48
entrez.4649	mondo.0032597	omim	
entrez.4649	mondo.0008779	disgenet	0.5
entrez.4649	mondo.0015225	disgenet	0.5
entrez.4649	mondo.0018940	disgenet	0.3
entrez.3073	mondo.0010100	omim, disgenet	0.9
entrez.3073	mondo.0019046	disgenet	0.3
entrez.3073	mondo.0017726	disgenet	0.5
entrez.100190786	mondo.0012844	omim	
entrez.50971	mondo.0011297	omim	
entrez.8126	mondo.0011267	omim	
entrez.585	mondo.0014433	omim, disgenet	0.81
entrez.585	mondo.0011348	disgenet	0.41
entrez.585	mondo.0015229	disgenet	0.7
entrez.585	mondo.0008854	disgenet	0.3
entrez.10021	mondo.0013148	omim, disgenet	0.4
entrez.10021	mondo.0008102	omim, disgenet	0.6
entrez.10021	mondo.0004981	disgenet	0.46
entrez.10021	mondo.0007947	disgenet	0.3
entrez.10021	mondo.0012061	disgenet	0.42
entrez.10021	mondo.0005396	disgenet	0.3
entrez.10021	mondo.0015263	disgenet	0.5
entrez.4016	mondo.0008327	omim, disgenet	0.5
entrez.4016	mondo.0001187	disgenet	0.31
entrez.4016	mondo.0004987	disgenet	0.31
entrez.64220	mondo.0011010	omim, disgenet	0.77
entrez.64220	mondo.0016023	disgenet	0.31
entrez.1583	mondo.0013400	omim, disgenet	0.61
entrez.1583	mondo.0002145	disgenet	0.3
entrez.1583	mondo.0001386	disgenet	0.3
entrez.1583	mondo.0008725	disgenet	0.3
entrez.1583	mondo.0010264	disgenet	0.31
entrez.1583	mondo.0002447	disgenet	0.33
entrez.1583	mondo.0020040	disgenet	0.31
entrez.80153	mondo.0014649	omim	
entrez.4351	mondo.0011257	omim	
entrez.4351	mondo.0001751	disgenet	0.3
entrez.4351	mondo.0015286	disgenet	0.5
entrez.25942	mondo.0013256	omim, disgenet	0.4
entrez.25942	mondo.0002045	disgenet	0.3
entrez.25942	mondo.0016349	disgenet	0.3
entrez.25942	mondo.0016056	disgenet	0.3
entrez.25942	mondo.0001896	disgenet	0.3
entrez.25942	mondo.0015204	disgenet	0.3
entrez.2108	mondo.0009282	omim, disgenet	0.64
entrez.2108	mondo.0008779	disgenet	0.3
entrez.2108	mondo.0015225	disgenet	0.3
entrez.2108	mondo.0008143	disgenet	0.3
entrez.49855	mondo.0032594	omim	
entrez.49855	mondo.0019200	disgenet	0.3
entrez.9051	mondo.0011462	omim, disgenet	0.8
entrez.9051	mondo.0016597	disgenet	0.3
entrez.9051	mondo.0016676	disgenet	0.3
entrez.9051	mondo.0015137	disgenet	0.3
entrez.84894	mondo.0020846	omim	
entrez.84894	mondo.0003233	disgenet	0.5
entrez.23719	mondo.0011673	omim	
entrez.353147	mondo.0011900	omim	
entrez.10518	mondo.0012273	omim, disgenet	0.61
entrez.10518	mondo.0013935	omim, disgenet	0.61
entrez.3658	mondo.0032758	omim	
entrez.1136	mondo.0008630	omim	
entrez.1136	mondo.0001386	disgenet	0.5
entrez.406960	mondo.0013678	omim, disgenet	0.55
entrez.406960	mondo.0011122	disgenet	0.3
entrez.10588	mondo.0032705	omim	
entrez.10588	mondo.0016043	disgenet	0.3
entrez.10588	mondo.0016034	disgenet	0.3
entrez.10588	mondo.0016064	disgenet	0.3
entrez.2184	mondo.0010161	omim, disgenet	1.0
entrez.2184	mondo.0001909	disgenet	0.3
entrez.2184	mondo.0001751	disgenet	0.3
entrez.2184	mondo.0004741	disgenet	0.4
entrez.2184	mondo.0010162	disgenet	0.3
entrez.9915	mondo.0014404	omim, disgenet	0.3
entrez.9915	mondo.0018800	disgenet	0.3
entrez.9915	mondo.0008428	disgenet	0.4
entrez.23184	mondo.0032846	omim	
entrez.79631	mondo.0044205	omim	
entrez.6218	mondo.0012924	omim, disgenet	0.4
entrez.6218	mondo.0000577	disgenet	0.3
entrez.6218	mondo.0002334	disgenet	0.3
entrez.6218	mondo.0015253	disgenet	0.58
entrez.8120	mondo.0015000	omim, disgenet	0.4
entrez.9455	mondo.0014740	omim, disgenet	0.6
entrez.646	mondo.0032881	omim	
entrez.84942	mondo.0033005	omim	
entrez.84942	mondo.0009627	disgenet	0.56
entrez.84942	mondo.0019374	disgenet	0.3
entrez.780915	mondo.0012360	omim	
entrez.431709	mondo.0012048	omim	
entrez.57538	mondo.0054838	omim	
entrez.57538	mondo.0005045	disgenet	0.3
entrez.57538	mondo.0005191	disgenet	0.3
entrez.57538	mondo.0003050	disgenet	0.3
entrez.57538	mondo.0020484	disgenet	0.4
entrez.9154	mondo.0032773	omim	
entrez.9154	mondo.0004989	disgenet	0.31
entrez.123624	mondo.0014228	omim, disgenet	0.6
entrez.123624	mondo.0005321	disgenet	0.31
entrez.1732	mondo.0007719	omim	
entrez.3402	mondo.0010861	omim	
entrez.5012	mondo.0008164	omim	
entrez.105031671	mondo.0012242	omim	
entrez.176	mondo.0017178	omim	
entrez.176	mondo.0013014	omim, disgenet	0.7
entrez.176	mondo.0012019	omim	
entrez.176	mondo.0008383	disgenet	0.39
entrez.176	mondo.0001540	disgenet	0.3
entrez.176	mondo.0019019	disgenet	0.3
entrez.176	mondo.0015926	disgenet	0.3
entrez.176	mondo.0001347	disgenet	0.3
entrez.6017	mondo.0007639	omim	
entrez.6017	mondo.0011838	omim, disgenet	0.9
entrez.6017	mondo.0011839	omim, disgenet	0.31
entrez.6017	mondo.0019200	disgenet	0.44
entrez.55215	mondo.0012186	omim, disgenet	0.6
entrez.55215	mondo.0019391	disgenet	0.5
entrez.55215	mondo.0018975	disgenet	0.3
entrez.55215	mondo.0000577	disgenet	0.3
entrez.55215	mondo.0005627	disgenet	0.3
entrez.55215	mondo.0002334	disgenet	0.3
entrez.5428	mondo.0024528	omim, disgenet	0.7
entrez.5428	mondo.0013350	omim, disgenet	0.6
entrez.5428	mondo.0011835	omim, disgenet	0.76
entrez.5428	mondo.0008758	omim, disgenet	0.8
entrez.5428	mondo.0009783	omim, disgenet	0.3
entrez.5428	mondo.0008779	disgenet	0.3
entrez.5428	mondo.0015225	disgenet	0.3
entrez.5428	mondo.0016430	disgenet	0.3
entrez.5428	mondo.0004985	disgenet	0.32
entrez.5428	mondo.0010085	disgenet	0.4
entrez.5428	mondo.0015626	disgenet	0.31
entrez.5428	mondo.0001751	disgenet	0.3
entrez.5428	mondo.0005372	disgenet	0.37
entrez.5428	mondo.0009723	disgenet	0.31
entrez.5428	mondo.0019046	disgenet	0.3
entrez.5428	mondo.0001386	disgenet	0.3
entrez.5428	mondo.0004069	disgenet	0.7
entrez.5428	mondo.0016809	disgenet	0.63
entrez.5428	mondo.0010820	disgenet	0.3
entrez.374654	mondo.0013585	omim	
entrez.374654	mondo.0008708	omim, disgenet	0.95
entrez.374654	mondo.0011778	omim	
entrez.374654	mondo.0016064	disgenet	0.31
entrez.374654	mondo.0016023	disgenet	0.3
entrez.374654	mondo.0011348	disgenet	0.31
entrez.374654	mondo.0009365	disgenet	0.5
entrez.374654	mondo.0010176	disgenet	0.3
entrez.374654	mondo.0006037	disgenet	0.5
entrez.374654	mondo.0008854	disgenet	0.3
entrez.5346	mondo.0013478	omim, disgenet	0.3
entrez.5346	mondo.0011122	disgenet	0.4
entrez.5346	mondo.0020088	disgenet	0.32
entrez.5346	mondo.0007906	disgenet	0.3
entrez.145873	mondo.0012097	omim, disgenet	0.4
entrez.145873	mondo.0010180	disgenet	0.33
entrez.145873	mondo.0012349	disgenet	0.3
entrez.3418	mondo.0013345	omim, disgenet	0.4
entrez.3418	mondo.0019781	disgenet	0.4
entrez.3418	mondo.0005021	disgenet	0.31
entrez.3418	mondo.0005045	disgenet	0.3
entrez.3418	mondo.0002602	disgenet	0.3
entrez.3418	mondo.0008145	disgenet	0.66
entrez.3418	mondo.0016698	disgenet	0.3
entrez.3418	mondo.0006500	disgenet	0.34
entrez.3418	mondo.0005510	disgenet	0.3
entrez.3418	mondo.0004977	disgenet	0.4
entrez.3418	mondo.0018874	disgenet	0.7
entrez.3418	mondo.0012883	disgenet	0.31
entrez.3418	mondo.0013808	disgenet	0.55
entrez.3418	mondo.0016695	disgenet	0.6
entrez.3418	mondo.0008143	disgenet	0.3
entrez.3418	mondo.0001106	disgenet	0.3
entrez.3418	mondo.0019476	disgenet	0.34
entrez.3418	mondo.0000577	disgenet	0.3
entrez.3418	mondo.0021169	disgenet	0.3
entrez.3418	mondo.0003088	disgenet	0.3
entrez.3418	mondo.0019087	disgenet	0.55
entrez.3418	mondo.0007667	disgenet	0.3
entrez.3418	mondo.0001386	disgenet	0.3
entrez.3418	mondo.0002543	disgenet	0.3
entrez.3418	mondo.0002540	disgenet	0.3
entrez.3418	mondo.0016702	disgenet	0.51
entrez.3418	mondo.0016684	disgenet	0.36
entrez.3418	mondo.0016687	disgenet	0.3
entrez.3418	mondo.0016689	disgenet	0.31
entrez.3418	mondo.0016688	disgenet	0.31
entrez.3418	mondo.0016696	disgenet	0.55
entrez.3418	mondo.0003210	disgenet	0.38
entrez.3418	mondo.0002334	disgenet	0.37
entrez.3418	mondo.0016703	disgenet	0.31
entrez.3418	mondo.0006375	disgenet	0.3
entrez.3418	mondo.0002360	disgenet	0.31
entrez.3418	mondo.0018177	disgenet	0.52
entrez.3418	mondo.0016001	disgenet	0.35
entrez.3418	mondo.0024554	disgenet	0.32
entrez.10519	mondo.0032644	omim	
entrez.641	mondo.0008876	omim, disgenet	1.0
entrez.641	mondo.0004992	disgenet	0.3
entrez.641	mondo.0005096	disgenet	0.4
entrez.641	mondo.0005059	disgenet	0.42
entrez.641	mondo.0005062	disgenet	0.41
entrez.641	mondo.0019019	disgenet	0.3
entrez.641	mondo.0002334	disgenet	0.4
entrez.26276	mondo.0008822	omim	
entrez.26276	mondo.0008779	disgenet	0.44
entrez.26276	mondo.0015225	disgenet	0.44
entrez.26276	mondo.0001751	disgenet	0.3
entrez.26276	mondo.0019952	disgenet	0.3
entrez.26276	mondo.0017123	disgenet	1.0
entrez.26276	mondo.0019719	disgenet	0.3
entrez.1106	mondo.0014150	omim, disgenet	0.4
entrez.1106	mondo.0016532	disgenet	0.31
entrez.1106	mondo.0020074	disgenet	0.4
entrez.1106	mondo.0007435	disgenet	0.3
entrez.7026	mondo.0014344	omim, disgenet	0.6
entrez.7026	mondo.0021124	disgenet	0.3
entrez.7026	mondo.0015275	disgenet	0.3
entrez.3480	mondo.0010038	omim, disgenet	0.77
entrez.3480	mondo.0004975	disgenet	0.52
entrez.3480	mondo.0002898	disgenet	0.3
entrez.3480	mondo.0019019	disgenet	0.3
entrez.3480	mondo.0005180	disgenet	0.5
entrez.3480	mondo.0002531	disgenet	0.3
entrez.3480	mondo.0005097	disgenet	0.3
entrez.3480	mondo.0008394	disgenet	0.33
entrez.3480	mondo.0006639	disgenet	0.35
entrez.3480	mondo.0005711	disgenet	0.3
entrez.3480	mondo.0002447	disgenet	0.33
entrez.3480	mondo.0004989	disgenet	0.4
entrez.3480	mondo.0007488	disgenet	0.3
entrez.3480	mondo.0021113	disgenet	0.3
entrez.4205	mondo.0012011	omim, disgenet	0.32
entrez.170691	mondo.0013176	omim, disgenet	0.62
entrez.170691	mondo.0004721	disgenet	0.3
entrez.170691	mondo.0002691	disgenet	0.3
entrez.204219	mondo.0014010	omim, disgenet	0.4
entrez.204219	mondo.0019306	disgenet	0.33
entrez.204219	mondo.0013176	disgenet	0.3
entrez.55180	mondo.0013702	omim, disgenet	0.6
entrez.220	mondo.0014050	omim, disgenet	0.6
entrez.220	mondo.0016023	disgenet	0.3
entrez.220	mondo.0021085	disgenet	0.3
entrez.220	mondo.0007648	disgenet	0.3
entrez.220	mondo.0009631	disgenet	0.3
entrez.22856	mondo.0011533	omim, disgenet	0.72
entrez.22856	mondo.0015286	disgenet	0.3
entrez.450087	mondo.0007743	omim	
entrez.338334	mondo.0011817	omim	
entrez.170595	mondo.0011699	omim	
entrez.780923	mondo.0012457	omim	
entrez.8130	mondo.0007995	omim	
entrez.8131	mondo.0014925	omim, disgenet	0.4
entrez.8131	mondo.0024556	disgenet	0.3
entrez.3040	mondo.0011399	omim, disgenet	0.7
entrez.3040	mondo.0054802	omim	
entrez.3040	mondo.0007705	omim, disgenet	0.4
entrez.3040	mondo.0013512	omim, disgenet	0.5
entrez.3040	mondo.0019402	disgenet	0.4
entrez.3040	mondo.0020989	disgenet	0.31
entrez.3040	mondo.0015193	disgenet	0.5
entrez.3040	mondo.0000577	disgenet	0.3
entrez.3040	mondo.0007716	disgenet	0.31
entrez.3040	mondo.0018023	disgenet	0.3
entrez.3039	mondo.0013512	omim, disgenet	0.5
entrez.3039	mondo.0011399	omim, disgenet	0.7
entrez.3039	mondo.0054802	omim	
entrez.3039	mondo.0020835	omim	
entrez.3039	mondo.0007705	omim, disgenet	0.4
entrez.3039	mondo.0004993	disgenet	0.3
entrez.3039	mondo.0002679	disgenet	0.3
entrez.3039	mondo.0015193	disgenet	0.5
entrez.3039	mondo.0001117	disgenet	0.3
entrez.3039	mondo.0005571	disgenet	0.3
entrez.3039	mondo.0009891	disgenet	0.3
entrez.3039	mondo.0000577	disgenet	0.3
entrez.3039	mondo.0006406	disgenet	0.3
entrez.3039	mondo.0005617	disgenet	0.3
entrez.3039	mondo.0007716	disgenet	0.31
entrez.3039	mondo.0018023	disgenet	0.3
entrez.8312	mondo.0007256	omim	
entrez.8312	mondo.0011928	omim, disgenet	0.3
entrez.8312	mondo.0005082	disgenet	0.3
entrez.8312	mondo.0007959	disgenet	0.35
entrez.8312	mondo.0018666	disgenet	0.51
entrez.8312	mondo.0016216	disgenet	0.3
entrez.8312	mondo.0002691	disgenet	0.31
entrez.8312	mondo.0003315	disgenet	0.3
entrez.8312	mondo.0002447	disgenet	0.3
entrez.8312	mondo.0005008	disgenet	0.3
entrez.9091	mondo.0032808	omim	
entrez.9091	mondo.0016021	disgenet	0.31
entrez.10273	mondo.0014339	omim, disgenet	0.81
entrez.10273	mondo.0032526	omim	
entrez.10273	mondo.0000437	disgenet	0.31
entrez.10273	mondo.0008939	disgenet	0.4
entrez.10273	mondo.0008119	disgenet	0.3
entrez.10273	mondo.0008458	disgenet	0.3
entrez.10273	mondo.0010847	disgenet	0.3
entrez.10273	mondo.0010848	disgenet	0.3
entrez.10273	mondo.0008457	disgenet	0.3
entrez.10273	mondo.0008120	disgenet	0.3
entrez.124093	mondo.0013890	omim, disgenet	0.3
entrez.124093	mondo.0008779	disgenet	0.3
entrez.124093	mondo.0015225	disgenet	0.3
entrez.124093	mondo.0018947	disgenet	0.3
entrez.124093	mondo.0019952	disgenet	0.31
entrez.124093	mondo.0010683	disgenet	0.3
entrez.124093	mondo.0024531	disgenet	0.3
entrez.124093	mondo.0009711	disgenet	0.3
entrez.124093	mondo.0002921	disgenet	0.3
entrez.124093	mondo.0008048	disgenet	0.3
entrez.124093	mondo.0015705	disgenet	0.3
entrez.64788	mondo.0009527	omim, disgenet	0.43
entrez.64788	mondo.0005347	disgenet	0.39
entrez.8912	mondo.0012763	omim	
entrez.8912	mondo.0014875	omim, disgenet	0.5
entrez.8912	mondo.0011876	disgenet	0.3
entrez.84572	mondo.0009652	omim, disgenet	0.71
entrez.105371045	mondo.0032857	omim	
entrez.1186	mondo.0012676	omim	
entrez.1186	mondo.0008156	omim, disgenet	0.9
entrez.1186	mondo.0032805	omim	
entrez.1186	mondo.0012679	disgenet	0.3
entrez.1186	mondo.0019026	disgenet	0.35
entrez.9894	mondo.0014848	omim, disgenet	0.7
entrez.9742	mondo.0054708	omim	
entrez.9742	mondo.0009964	omim	
entrez.9742	mondo.0019019	disgenet	0.3
entrez.9742	mondo.0019200	disgenet	0.42
entrez.9742	mondo.0015461	disgenet	0.3
entrez.9742	mondo.0011348	disgenet	0.3
entrez.9742	mondo.0018770	disgenet	0.62
entrez.9742	mondo.0018998	disgenet	0.3
entrez.9742	mondo.0015373	disgenet	0.82
entrez.23162	mondo.0032755	omim	
entrez.23162	mondo.0008487	disgenet	0.3
entrez.65993	mondo.0054654	omim, disgenet	0.4
entrez.65993	mondo.0004069	disgenet	0.3
entrez.3483	mondo.0014420	omim, disgenet	0.61
entrez.3029	mondo.0013535	omim	
entrez.254528	mondo.0054726	omim	
entrez.2671	mondo.0013116	omim, disgenet	0.71
entrez.2671	mondo.0008779	disgenet	0.3
entrez.2671	mondo.0015225	disgenet	0.3
entrez.2671	mondo.0019542	disgenet	0.31
entrez.2671	mondo.0019952	disgenet	0.3
entrez.2671	mondo.0004069	disgenet	0.41
entrez.4913	mondo.0014630	omim, disgenet	0.6
entrez.4913	mondo.0021055	disgenet	0.31
entrez.4913	mondo.0005575	disgenet	0.32
entrez.4913	mondo.0018188	disgenet	0.3
entrez.7249	mondo.0013199	omim	
entrez.7249	mondo.0011818	omim	
entrez.7249	mondo.0006277	omim, disgenet	0.8
entrez.7249	mondo.0005560	disgenet	0.3
entrez.7249	mondo.0004992	disgenet	0.31
entrez.7249	mondo.0005096	disgenet	0.32
entrez.7249	mondo.0020066	disgenet	0.3
entrez.7249	mondo.0001572	disgenet	0.3
entrez.7249	mondo.0018874	disgenet	0.35
entrez.7249	mondo.0021245	disgenet	0.3
entrez.7249	mondo.0018097	disgenet	0.37
entrez.7249	mondo.0019341	disgenet	1.0
entrez.7249	mondo.0007886	disgenet	0.53
entrez.7249	mondo.0001386	disgenet	0.3
entrez.7249	mondo.0016216	disgenet	0.3
entrez.7249	mondo.0015075	disgenet	0.31
entrez.7249	mondo.0010150	disgenet	0.3
entrez.7249	mondo.0017201	disgenet	0.3
entrez.7249	mondo.0010856	disgenet	0.3
entrez.5310	mondo.0008263	omim, disgenet	0.8
entrez.5310	mondo.0011057	disgenet	0.3
entrez.5310	mondo.0005396	disgenet	0.3
entrez.5310	mondo.0010856	disgenet	0.3
entrez.5310	mondo.0013131	disgenet	0.34
entrez.84231	mondo.0032572	omim	
entrez.84231	mondo.0016642	disgenet	0.32
entrez.84231	mondo.0006292	disgenet	0.3
entrez.21	mondo.0012582	omim, disgenet	0.7
entrez.21	mondo.0009971	disgenet	0.38
entrez.21	mondo.0002771	disgenet	0.42
entrez.21	mondo.0019203	disgenet	0.51
entrez.21	mondo.0005575	disgenet	0.3
entrez.57465	mondo.0011970	omim	
entrez.57465	mondo.0009079	omim	
entrez.57465	mondo.0014470	omim, disgenet	0.6
entrez.57465	mondo.0014133	omim, disgenet	0.4
entrez.57465	mondo.0011506	omim, disgenet	0.66
entrez.57465	mondo.0013826	omim, disgenet	0.6
entrez.57465	mondo.0020074	disgenet	0.4
entrez.57465	mondo.0007435	disgenet	0.3
entrez.57465	mondo.0007424	disgenet	0.3
