Gene	Disease	database_assertedBy	score_DisGeNet
entrez.2705	mondo.0005086	disgenet	0.4
entrez.2705	mondo.0015626	disgenet	0.6
entrez.2705	mondo.0007790	disgenet	0.62
entrez.2705	mondo.0004721	disgenet	0.38
entrez.2705	mondo.0005032	disgenet	0.3
entrez.2705	mondo.0003435	disgenet	0.3
entrez.2705	mondo.0002533	disgenet	0.3
entrez.2705	mondo.0002691	disgenet	0.3
entrez.2705	mondo.0010547	disgenet	0.3
entrez.2705	mondo.0017885	disgenet	0.3
entrez.2705	mondo.0003012	disgenet	0.3
entrez.2705	mondo.0005220	disgenet	0.3
entrez.2705	mondo.0017884	disgenet	0.3
entrez.4841	mondo.0010501	omim	
entrez.4841	mondo.0019004	disgenet	0.3
entrez.4841	mondo.0017886	disgenet	0.3
entrez.6872	mondo.0010747	omim, disgenet	0.6
entrez.6872	mondo.0010500	omim, disgenet	0.7
entrez.6872	mondo.0005180	disgenet	0.3
entrez.6872	mondo.0005191	disgenet	0.3
entrez.6872	mondo.0005008	disgenet	0.3
entrez.8473	mondo.0030907	omim	
entrez.55869	mondo.0010471	omim, disgenet	0.4
entrez.55869	mondo.0016033	disgenet	0.4
entrez.5255	mondo.0010362	omim	
entrez.57792	mondo.0010285	omim	
entrez.6567	mondo.0010354	omim, disgenet	1.0
entrez.6567	mondo.0001751	disgenet	0.3
entrez.6567	mondo.0019046	disgenet	0.42
entrez.6567	mondo.0019064	disgenet	0.3
entrez.51132	mondo.0010506	omim, disgenet	0.6
entrez.51132	mondo.0008315	disgenet	0.3
entrez.340533	mondo.0010483	omim, disgenet	0.6
entrez.22	mondo.0010524	omim, disgenet	0.73
entrez.22	mondo.0015194	disgenet	0.43
entrez.22	mondo.0000577	disgenet	0.3
entrez.22	mondo.0004069	disgenet	0.31
entrez.677662	mondo.0010360	omim	
entrez.8823	mondo.0010669	omim, disgenet	0.7
entrez.8823	mondo.0004971	disgenet	0.3
entrez.546	mondo.0010519	omim, disgenet	1.0
entrez.546	mondo.0010328	omim, disgenet	0.61
entrez.546	mondo.0010663	omim	
entrez.546	mondo.0008779	disgenet	0.3
entrez.546	mondo.0015225	disgenet	0.3
entrez.546	mondo.0004971	disgenet	0.3
entrez.546	mondo.0021042	disgenet	0.4
entrez.546	mondo.0016056	disgenet	0.3
entrez.546	mondo.0005072	disgenet	0.36
entrez.546	mondo.0019019	disgenet	0.3
entrez.546	mondo.0002036	disgenet	0.3
entrez.546	mondo.0002145	disgenet	0.3
entrez.546	mondo.0000651	disgenet	0.3
entrez.546	mondo.0000577	disgenet	0.3
entrez.546	mondo.0019496	disgenet	0.36
entrez.546	mondo.0003268	disgenet	0.3
entrez.546	mondo.0015917	disgenet	0.3
entrez.546	mondo.0019776	disgenet	0.71
entrez.546	mondo.0019778	disgenet	0.31
entrez.546	mondo.0005893	disgenet	0.3
entrez.546	mondo.0018177	disgenet	0.3
entrez.546	mondo.0010346	disgenet	0.3
entrez.546	mondo.0018881	disgenet	0.46
entrez.84061	mondo.0010455	omim, disgenet	0.61
entrez.84061	mondo.0026729	omim	
entrez.84061	mondo.0015286	disgenet	0.31
entrez.1349	mondo.0010474	omim, disgenet	0.4
entrez.1349	mondo.0020066	disgenet	0.3
entrez.1349	mondo.0004069	disgenet	0.3
entrez.1349	mondo.0024552	disgenet	0.32
entrez.538	mondo.0010572	omim, disgenet	0.8
entrez.538	mondo.0010651	omim, disgenet	1.0
entrez.538	mondo.0010338	omim, disgenet	0.7
entrez.538	mondo.0021063	disgenet	0.31
entrez.538	mondo.0011057	disgenet	0.3
entrez.538	mondo.0015626	disgenet	0.3
entrez.538	mondo.0005401	disgenet	0.3
entrez.538	mondo.0020066	disgenet	0.31
entrez.538	mondo.0019046	disgenet	0.3
entrez.538	mondo.0001386	disgenet	0.3
entrez.538	mondo.0005160	disgenet	0.3
entrez.5230	mondo.0010392	omim, disgenet	0.75
entrez.5230	mondo.0005086	disgenet	0.3
entrez.5230	mondo.0017885	disgenet	0.3
entrez.5230	mondo.0003012	disgenet	0.3
entrez.5230	mondo.0005220	disgenet	0.3
entrez.5230	mondo.0017884	disgenet	0.3
entrez.50945	mondo.0010554	omim, disgenet	0.61
entrez.50945	mondo.0010560	omim	
entrez.50945	mondo.0008779	disgenet	0.3
entrez.50945	mondo.0015225	disgenet	0.3
entrez.50945	mondo.0011348	disgenet	0.3
entrez.50945	mondo.0005575	disgenet	0.3
entrez.254065	mondo.0010393	omim, disgenet	0.6
entrez.5456	mondo.0010576	omim, disgenet	0.75
entrez.5456	mondo.0011080	disgenet	0.75
entrez.7552	mondo.0010430	omim, disgenet	0.4
entrez.79983	mondo.0010373	omim, disgenet	0.5
entrez.1121	mondo.0010557	omim, disgenet	1.0
entrez.100271718	mondo.0010422	omim	
entrez.100820761	mondo.0010462	omim	
entrez.1730	mondo.0010350	omim, disgenet	0.3
entrez.201	mondo.0010522	omim	
entrez.57526	mondo.0010246	omim, disgenet	0.72
entrez.57526	mondo.0011794	disgenet	0.38
entrez.27286	mondo.0010388	omim, disgenet	0.61
entrez.27286	mondo.0011057	disgenet	0.3
entrez.27286	mondo.0007295	disgenet	0.32
entrez.1678	mondo.0010578	omim, disgenet	0.8
entrez.1678	mondo.0004069	disgenet	0.3
entrez.1678	mondo.0000501	disgenet	0.51
entrez.695	mondo.0010615	omim	
entrez.695	mondo.0010421	omim, disgenet	1.0
entrez.695	mondo.0015977	disgenet	0.5
entrez.695	mondo.0004948	disgenet	0.5
entrez.695	mondo.0019019	disgenet	0.3
entrez.695	mondo.0003050	disgenet	0.3
entrez.695	mondo.0004989	disgenet	0.31
entrez.2717	mondo.0010526	omim, disgenet	1.0
entrez.2717	mondo.0003143	disgenet	0.41
entrez.2717	mondo.0005021	disgenet	0.3
entrez.2717	mondo.0005045	disgenet	0.36
entrez.2717	mondo.0011057	disgenet	0.32
entrez.2717	mondo.0015626	disgenet	0.3
entrez.2717	mondo.0015193	disgenet	0.3
entrez.2717	mondo.0019046	disgenet	0.3
entrez.3188	mondo.0010512	omim, disgenet	0.6
entrez.114928	mondo.0044702	omim	
entrez.4416	mondo.0010300	omim	
entrez.5354	mondo.0010714	omim, disgenet	0.9
entrez.5354	mondo.0010733	omim, disgenet	1.0
entrez.5354	mondo.0015626	disgenet	0.3
entrez.5354	mondo.0019046	disgenet	0.37
entrez.5354	mondo.0019064	disgenet	0.52
entrez.5354	mondo.0017222	disgenet	0.6
entrez.5354	mondo.0017223	disgenet	0.5
entrez.780900	mondo.0010366	omim	
entrez.54885	mondo.0026726	omim	
entrez.139212	mondo.0010517	omim, disgenet	0.4
entrez.5631	mondo.0010699	omim, disgenet	0.72
entrez.5631	mondo.0010395	omim, disgenet	0.71
entrez.5631	mondo.0010577	omim, disgenet	0.44
entrez.5631	mondo.0010533	omim, disgenet	0.77
entrez.5631	mondo.0015626	disgenet	0.35
entrez.5631	mondo.0005575	disgenet	0.3
entrez.11043	mondo.0010489	omim, disgenet	0.6
entrez.1288	mondo.0010484	omim, disgenet	0.6
entrez.1288	mondo.0005575	disgenet	0.3
entrez.1287	mondo.0010520	omim, disgenet	1.0
entrez.1287	mondo.0005396	disgenet	0.3
entrez.8471	mondo.0026732	omim	
entrez.8471	mondo.0005575	disgenet	0.3
entrez.387573	mondo.0010331	omim	
entrez.100188772	mondo.0010411	omim	
entrez.4387	mondo.0010230	omim	
entrez.677764	mondo.0010377	omim	
entrez.2182	mondo.0010313	omim, disgenet	0.61
entrez.2182	mondo.0005061	disgenet	0.3
entrez.2182	mondo.0008315	disgenet	0.31
entrez.2182	mondo.0005575	disgenet	0.3
entrez.2182	mondo.0010263	disgenet	0.3
entrez.9949	mondo.0010516	omim, disgenet	0.6
entrez.9949	mondo.0010263	disgenet	0.31
entrez.91851	mondo.0010649	omim	
entrez.5063	mondo.0010361	omim, disgenet	0.6
entrez.5063	mondo.0005008	disgenet	0.3
entrez.1641	mondo.0010239	omim, disgenet	0.8
entrez.1641	mondo.0008779	disgenet	0.3
entrez.1641	mondo.0015225	disgenet	0.3
entrez.1641	mondo.0011057	disgenet	0.3
entrez.1641	mondo.0009532	disgenet	0.31
entrez.1641	mondo.0015146	disgenet	0.4
entrez.1641	mondo.0020491	disgenet	0.7
entrez.79868	mondo.0010472	omim, disgenet	0.6
entrez.79868	mondo.0015286	disgenet	0.3
entrez.122	mondo.0010403	omim	
entrez.8255	mondo.0010535	omim	
entrez.8231	mondo.0010579	omim	
entrez.378484	mondo.0010352	omim	
entrez.105463129	mondo.0010454	omim	
entrez.54115	mondo.0010280	omim	
entrez.266719	mondo.0010312	omim	
entrez.724110	mondo.0010418	omim, disgenet	0.3
entrez.724110	mondo.0019064	disgenet	0.3
entrez.63932	mondo.0049222	omim	
entrez.7319	mondo.0010461	omim, disgenet	0.7
entrez.65109	mondo.0010398	omim, disgenet	0.6
entrez.65109	mondo.0005396	disgenet	0.3
entrez.65109	mondo.0010655	disgenet	0.3
entrez.7737	mondo.0010495	omim, disgenet	0.4
entrez.7737	mondo.0018053	disgenet	0.31
entrez.4694	mondo.0026720	omim	
entrez.4694	mondo.0005575	disgenet	0.3
entrez.4694	mondo.0009640	disgenet	0.6
entrez.3920	mondo.0010281	omim, disgenet	1.0
entrez.3920	mondo.0008779	disgenet	0.3
entrez.3920	mondo.0015225	disgenet	0.3
entrez.3920	mondo.0005021	disgenet	0.41
entrez.3920	mondo.0005045	disgenet	0.5
entrez.3920	mondo.0015626	disgenet	0.3
entrez.3920	mondo.0002125	disgenet	0.3
entrez.3920	mondo.0019952	disgenet	0.3
entrez.8450	mondo.0010306	omim, disgenet	0.71
entrez.8450	mondo.0008779	disgenet	0.3
entrez.8450	mondo.0015225	disgenet	0.3
entrez.8450	mondo.0002145	disgenet	0.3
entrez.29071	mondo.0010381	omim, disgenet	0.6
entrez.29071	mondo.0015286	disgenet	0.3
entrez.2747	mondo.0008199	omim, disgenet	0.4
entrez.100188768	mondo.0010404	omim	
entrez.7055	mondo.0010742	omim, disgenet	0.3
entrez.7055	mondo.0016043	disgenet	0.3
entrez.7055	mondo.0016034	disgenet	0.3
entrez.7055	mondo.0002045	disgenet	0.3
entrez.7055	mondo.0016349	disgenet	0.3
entrez.7055	mondo.0005240	disgenet	0.3
entrez.7055	mondo.0000651	disgenet	0.3
entrez.7055	mondo.0001896	disgenet	0.3
entrez.100302510	mondo.0010426	omim	
entrez.2892	mondo.0010402	omim, disgenet	0.7
entrez.2892	mondo.0004985	disgenet	0.31
entrez.57187	mondo.0010496	omim, disgenet	0.7
entrez.331	mondo.0010385	omim, disgenet	0.46
entrez.331	mondo.0021355	disgenet	0.32
entrez.331	mondo.0007576	disgenet	0.31
entrez.331	mondo.0010627	disgenet	0.6
entrez.10735	mondo.0026722	omim	
entrez.10735	mondo.0001187	disgenet	0.54
entrez.10735	mondo.0004987	disgenet	0.54
entrez.10735	mondo.0006474	disgenet	0.3
entrez.10735	mondo.0021042	disgenet	0.3
entrez.10735	mondo.0005059	disgenet	0.3
entrez.10735	mondo.0004614	disgenet	0.3
entrez.10735	mondo.0004643	disgenet	0.3
entrez.10735	mondo.0005105	disgenet	0.3
entrez.10735	mondo.0005012	disgenet	0.3
entrez.10735	mondo.0000384	disgenet	0.3
entrez.10735	mondo.0004703	disgenet	0.3
entrez.10735	mondo.0000577	disgenet	0.3
entrez.10735	mondo.0012817	disgenet	0.32
entrez.10735	mondo.0004986	disgenet	0.34
entrez.10735	mondo.0018177	disgenet	0.3
entrez.10735	mondo.0018881	disgenet	0.31
entrez.4068	mondo.0024551	omim	
entrez.4068	mondo.0002334	disgenet	0.3
entrez.4068	mondo.0010627	disgenet	1.0
entrez.100188773	mondo.0010412	omim	
entrez.8258	mondo.0010661	omim	
entrez.8259	mondo.0010243	omim	
entrez.4406	mondo.0010309	omim	
entrez.6116	mondo.0010259	omim	
entrez.6463	mondo.0010736	omim	
entrez.4952	mondo.0010645	omim, disgenet	0.8
entrez.4952	mondo.0010359	omim, disgenet	0.75
entrez.4952	mondo.0019046	disgenet	0.3
entrez.4952	mondo.0019719	disgenet	0.3
entrez.7512	mondo.0015057	omim	
entrez.7512	mondo.0005387	disgenet	0.31
entrez.51114	mondo.0010427	omim, disgenet	0.6
entrez.51114	mondo.0010655	disgenet	0.3
entrez.63035	mondo.0026727	omim	
entrez.63035	mondo.0004971	disgenet	0.3
entrez.63035	mondo.0019004	disgenet	0.3
entrez.63035	mondo.0000577	disgenet	0.3
entrez.9131	mondo.0010689	omim	
entrez.9131	mondo.0010275	omim, disgenet	0.3
entrez.9131	mondo.0010437	omim, disgenet	0.6
entrez.9131	mondo.0010378	omim, disgenet	0.7
entrez.9131	mondo.0015626	disgenet	0.33
entrez.9131	mondo.0007739	disgenet	0.32
entrez.9131	mondo.0019046	disgenet	0.4
entrez.9131	mondo.0008375	disgenet	0.5
entrez.9131	mondo.0016621	disgenet	0.3
entrez.9131	mondo.0004069	disgenet	0.3
entrez.3547	mondo.0010475	omim, disgenet	0.7
entrez.3547	mondo.0018612	disgenet	0.5
entrez.3547	mondo.0002329	disgenet	0.3
entrez.90167	mondo.0010693	omim, disgenet	0.6
entrez.90161	mondo.0026724	omim	
entrez.2239	mondo.0009720	omim	
entrez.2239	mondo.0019004	disgenet	0.41
entrez.2719	mondo.0020602	omim	
entrez.2719	mondo.0010731	omim	
entrez.2719	mondo.0008679	omim	
entrez.2719	mondo.0008779	disgenet	0.3
entrez.2719	mondo.0015225	disgenet	0.3
entrez.2719	mondo.0015469	disgenet	0.3
entrez.2719	mondo.0005065	disgenet	0.32
entrez.2719	mondo.0019004	disgenet	0.8
entrez.2719	mondo.0011348	disgenet	0.3
entrez.84295	mondo.0010537	omim, disgenet	0.8
entrez.84295	mondo.0000577	disgenet	0.3
entrez.3251	mondo.0010299	omim, disgenet	0.77
entrez.3251	mondo.0010298	omim, disgenet	1.0
entrez.3251	mondo.0002144	disgenet	0.4
entrez.10479	mondo.0010278	omim, disgenet	0.65
entrez.10479	mondo.0008779	disgenet	0.3
entrez.10479	mondo.0015225	disgenet	0.3
entrez.10479	mondo.0016056	disgenet	0.3
entrez.2273	mondo.0010414	omim, disgenet	0.4
entrez.2273	mondo.0010400	omim, disgenet	0.92
entrez.2273	mondo.0010415	omim, disgenet	0.4
entrez.2273	mondo.0010292	omim	
entrez.2273	mondo.0010401	omim, disgenet	0.71
entrez.2273	mondo.0008779	disgenet	0.3
entrez.2273	mondo.0015225	disgenet	0.3
entrez.2273	mondo.0005021	disgenet	0.3
entrez.2273	mondo.0005045	disgenet	0.48
entrez.2273	mondo.0019948	disgenet	0.4
entrez.2273	mondo.0016971	disgenet	0.3
entrez.2273	mondo.0018949	disgenet	0.3
entrez.2273	mondo.0010680	disgenet	0.5
entrez.959	mondo.0010626	omim, disgenet	0.8
entrez.959	mondo.0004976	disgenet	0.31
entrez.959	mondo.0007179	disgenet	0.4
entrez.959	mondo.0005249	disgenet	0.32
entrez.959	mondo.0005271	disgenet	0.3
entrez.959	mondo.0005010	disgenet	0.34
entrez.27316	mondo.0010277	omim, disgenet	0.4
entrez.83550	mondo.0010492	omim, disgenet	0.3
entrez.83550	mondo.0019933	disgenet	0.42
entrez.83550	mondo.0010491	disgenet	0.32
entrez.7547	mondo.0010607	omim, disgenet	0.81
entrez.7547	mondo.0010752	omim, disgenet	0.3
entrez.7547	mondo.0008779	disgenet	0.3
entrez.7547	mondo.0015225	disgenet	0.3
entrez.7547	mondo.0015661	disgenet	0.4
entrez.7547	mondo.0015522	disgenet	0.4
entrez.7547	mondo.0008305	disgenet	0.3
entrez.7547	mondo.0010172	disgenet	0.3
entrez.1275	mondo.0010245	omim	
entrez.9566	mondo.0010257	omim	
entrez.289	mondo.0010527	omim	
entrez.50830	mondo.0010274	omim	
entrez.2158	mondo.0010432	omim, disgenet	0.6
entrez.2158	mondo.0010604	omim, disgenet	1.0
entrez.2158	mondo.0007390	omim, disgenet	0.3
entrez.2158	mondo.0004985	disgenet	0.33
entrez.2158	mondo.0010602	disgenet	0.4
entrez.2158	mondo.0006292	disgenet	0.3
entrez.286410	mondo.0060455	omim	
entrez.286410	mondo.0005575	disgenet	0.3
entrez.6658	mondo.0010252	omim	
entrez.6658	mondo.0010712	omim	
entrez.6658	mondo.0018612	disgenet	0.3
entrez.6658	mondo.0019019	disgenet	0.3
entrez.6658	mondo.0018800	disgenet	0.3
entrez.6658	mondo.0019591	disgenet	0.44
entrez.6658	mondo.0008428	disgenet	0.42
entrez.6658	mondo.0010766	disgenet	0.33
entrez.6658	mondo.0019032	disgenet	0.3
entrez.474159	mondo.0010348	omim	
entrez.2332	mondo.0010706	omim	
entrez.2332	mondo.0010382	omim, disgenet	0.8
entrez.2332	mondo.0010383	omim, disgenet	1.0
entrez.2332	mondo.0004985	disgenet	0.01
entrez.2332	mondo.0005387	disgenet	0.4
entrez.2332	mondo.0010659	disgenet	0.3
entrez.2332	mondo.0010467	disgenet	0.3
entrez.100653365	mondo.0010446	omim	
entrez.4096	mondo.0010648	omim	
entrez.4364	mondo.0010668	omim	
entrez.57791	mondo.0010284	omim	
entrez.4657	mondo.0010685	omim	
entrez.777642	mondo.0010374	omim	
entrez.100379200	mondo.0010433	omim	
entrez.7085	mondo.0010748	omim	
entrez.2334	mondo.0010659	omim, disgenet	0.54
entrez.2334	mondo.0010383	disgenet	0.34
entrez.3423	mondo.0010674	omim, disgenet	1.0
entrez.3423	mondo.0015469	disgenet	0.3
entrez.10046	mondo.0010423	omim, disgenet	0.4
entrez.10046	mondo.0002145	disgenet	0.3
entrez.10046	mondo.0005345	disgenet	0.5
entrez.10046	mondo.0010271	disgenet	0.3
entrez.10046	mondo.0010384	disgenet	0.3
entrez.4534	mondo.0010683	omim, disgenet	0.8
entrez.4534	mondo.0008779	disgenet	0.3
entrez.4534	mondo.0015225	disgenet	0.3
entrez.4534	mondo.0018947	disgenet	0.7
entrez.4534	mondo.0019952	disgenet	0.32
entrez.4534	mondo.0024531	disgenet	0.3
entrez.4534	mondo.0009711	disgenet	0.3
entrez.4534	mondo.0002921	disgenet	0.4
entrez.4534	mondo.0008048	disgenet	0.31
entrez.4534	mondo.0010271	disgenet	0.3
entrez.4534	mondo.0015705	disgenet	0.3
entrez.3149	mondo.0010485	omim, disgenet	0.4
entrez.3149	mondo.0016023	disgenet	0.4
entrez.203547	mondo.0010684	omim, disgenet	0.6
entrez.203547	mondo.0019952	disgenet	0.3
entrez.50814	mondo.0010621	omim, disgenet	0.76
entrez.50814	mondo.0010441	omim, disgenet	0.62
entrez.50814	mondo.0019053	disgenet	0.3
entrez.50814	mondo.0010150	disgenet	0.3
entrez.633	mondo.0010515	omim, disgenet	0.6
entrez.633	mondo.0010248	omim, disgenet	0.7
entrez.633	mondo.0008383	disgenet	0.31
entrez.633	mondo.0020066	disgenet	0.31
entrez.633	mondo.0007947	disgenet	0.3
entrez.633	mondo.0005396	disgenet	0.31
entrez.492	mondo.0010547	omim, disgenet	0.4
entrez.492	mondo.0004972	disgenet	0.34
entrez.492	mondo.0003009	disgenet	0.31
entrez.492	mondo.0005044	disgenet	0.3
entrez.492	mondo.0005032	disgenet	0.3
entrez.492	mondo.0003435	disgenet	0.3
entrez.492	mondo.0002533	disgenet	0.3
entrez.492	mondo.0010404	disgenet	0.3
entrez.92002	mondo.0010408	omim, disgenet	0.54
entrez.6535	mondo.0010305	omim	
entrez.10134	mondo.0010334	omim	
entrez.10134	mondo.0019046	disgenet	0.3
entrez.215	mondo.0010247	omim	
entrez.215	mondo.0019046	disgenet	0.3
entrez.215	mondo.0018544	disgenet	1.0
entrez.215	mondo.0019053	disgenet	0.34
entrez.215	mondo.0010264	disgenet	0.3
entrez.215	mondo.0015339	disgenet	0.7
entrez.6748	mondo.0010490	omim, disgenet	0.6
entrez.6748	mondo.0015286	disgenet	0.31
entrez.3897	mondo.0010559	omim, disgenet	1.0
entrez.3897	mondo.0010611	omim, disgenet	0.8
entrez.3897	mondo.0010569	omim, disgenet	0.7
entrez.3897	mondo.0008779	disgenet	0.3
entrez.3897	mondo.0015225	disgenet	0.3
entrez.3897	mondo.0005086	disgenet	0.31
entrez.3897	mondo.0015626	disgenet	0.3
entrez.3897	mondo.0019064	disgenet	0.31
entrez.3897	mondo.0017885	disgenet	0.3
entrez.3897	mondo.0003012	disgenet	0.3
entrez.3897	mondo.0005220	disgenet	0.3
entrez.3897	mondo.0017884	disgenet	0.3
entrez.554	mondo.0010356	omim, disgenet	0.75
entrez.554	mondo.0010581	omim, disgenet	0.7
entrez.554	mondo.0018479	disgenet	0.3
entrez.554	mondo.0005009	disgenet	0.3
entrez.554	mondo.0016383	disgenet	0.9
entrez.554	mondo.0004994	disgenet	0.3
entrez.554	mondo.0000425	disgenet	0.3
entrez.554	mondo.0007451	disgenet	0.3
entrez.8260	mondo.0010457	omim, disgenet	0.73
entrez.8260	mondo.0010671	omim	
entrez.8260	mondo.0016023	disgenet	0.3
entrez.8260	mondo.0005061	disgenet	0.3
entrez.8260	mondo.0018924	disgenet	0.61
entrez.3054	mondo.0010657	omim, disgenet	0.7
entrez.3054	mondo.0004721	disgenet	0.31
entrez.3054	mondo.0002691	disgenet	0.31
entrez.4204	mondo.0010283	omim, disgenet	0.7
entrez.4204	mondo.0010397	omim, disgenet	0.7
entrez.4204	mondo.0010235	omim	
entrez.4204	mondo.0010726	omim, disgenet	1.0
entrez.4204	mondo.0010342	omim	
entrez.4204	mondo.0016056	disgenet	0.35
entrez.4204	mondo.0002771	disgenet	0.31
entrez.4204	mondo.0019203	disgenet	0.3
entrez.4204	mondo.0001386	disgenet	0.5
entrez.4204	mondo.0021113	disgenet	0.31
entrez.4204	mondo.0017746	disgenet	0.8
entrez.5956	mondo.0010563	omim, disgenet	0.72
entrez.5956	mondo.0010565	omim	
entrez.5956	mondo.0019200	disgenet	0.3
entrez.2652	mondo.0010564	omim, disgenet	0.6
entrez.2652	mondo.0010563	omim, disgenet	0.72
entrez.2652	mondo.0019200	disgenet	0.3
entrez.2316	mondo.0010704	omim	
entrez.2316	mondo.0010232	omim	
entrez.2316	mondo.0010571	omim, disgenet	0.8
entrez.2316	mondo.0010650	omim, disgenet	0.75
entrez.2316	mondo.0010753	omim	
entrez.2316	mondo.0010297	omim, disgenet	0.6
entrez.2316	mondo.0010233	omim	
entrez.2316	mondo.0010279	omim, disgenet	0.61
entrez.2316	mondo.0024550	omim, disgenet	0.7
entrez.2316	mondo.0008779	disgenet	0.3
entrez.2316	mondo.0015225	disgenet	0.3
entrez.2316	mondo.0015871	disgenet	0.3
entrez.2316	mondo.0020718	disgenet	0.43
entrez.2316	mondo.0007947	disgenet	0.3
entrez.2316	mondo.0016648	disgenet	0.3
entrez.2316	mondo.0005516	disgenet	0.42
entrez.2316	mondo.0009717	disgenet	0.3
entrez.2316	mondo.0016761	disgenet	0.3
entrez.2316	mondo.0002010	disgenet	0.31
entrez.2316	mondo.0004989	disgenet	0.32
entrez.2316	mondo.0010316	disgenet	0.3
entrez.2316	mondo.0009466	disgenet	0.3
entrez.2316	mondo.0009159	disgenet	0.3
entrez.2316	mondo.0020341	disgenet	0.8
entrez.2316	mondo.0018233	disgenet	0.4
entrez.2010	mondo.0010680	omim, disgenet	0.8
entrez.2010	mondo.0008779	disgenet	0.3
entrez.2010	mondo.0015225	disgenet	0.3
entrez.2010	mondo.0005021	disgenet	0.33
entrez.2010	mondo.0015626	disgenet	0.3
entrez.2010	mondo.0016830	disgenet	0.4
entrez.2010	mondo.0020336	disgenet	0.31
entrez.2010	mondo.0021569	disgenet	0.31
entrez.2010	mondo.0016971	disgenet	0.34
entrez.2010	mondo.0019950	disgenet	0.3
entrez.2010	mondo.0008406	disgenet	0.3
entrez.6134	mondo.0030908	omim	
entrez.6134	mondo.0010449	omim	
entrez.6134	mondo.0002145	disgenet	0.3
entrez.6134	mondo.0008315	disgenet	0.3
entrez.6901	mondo.0010543	omim, disgenet	0.8
entrez.6901	mondo.0005021	disgenet	0.46
entrez.6901	mondo.0015626	disgenet	0.3
entrez.6901	mondo.0000577	disgenet	0.3
entrez.6901	mondo.0016333	disgenet	0.3
entrez.6901	mondo.0004069	disgenet	0.3
entrez.6901	mondo.0018901	disgenet	0.31
entrez.537	mondo.0010504	omim, disgenet	0.5
entrez.537	mondo.0018906	disgenet	0.3
entrez.537	mondo.0015286	disgenet	0.3
entrez.2664	mondo.0010451	omim, disgenet	0.8
entrez.8270	mondo.0033006	omim	
entrez.8270	mondo.0016056	disgenet	0.3
entrez.8270	mondo.0009627	disgenet	0.5
